Z,N,BE,bet2,bet4,Rch,Edef,Sn,Sp,Qbet,Mcal,Mexp-Mcal,Jexp,Jth,Pexp,Pth
16,38,364.063838,-0.15,0.01,3.53,3.11,1.21,999.99,22.41,59.27,999.99,0.0,0.0,1,1
17,8,119.623286,-0.1,0.03,3.465,2.03,999.99,-8.43,999.99,68.86,999.99,99.9,1.5,9,-1
17,9,139.874603,0.14,0.04,3.435,3.87,20.24,-7.18,999.99,56.68,999.99,99.9,4.0,9,-1
17,10,164.065921,0.17,0.01,3.396,2.8,24.19,-5.68,-23.29,40.56,999.99,99.9,0.5,9,1
17,11,182.437239,0.3,0.04,3.382,2.01,18.37,-2.56,-19.06,30.26,999.99,99.9,1.0,9,1
17,12,205.168557,-0.18,0.01,3.353,3.18,22.73,-3.71,-23.33,15.6,999.99,1.5,1.5,1,1
17,13,222.549875,-0.21,0.01,3.337,3.6,17.39,-1.25,-16.14,6.29,999.99,3.0,1.0,1,1
17,14,242.521193,-0.27,0.05,3.344,3.97,19.97,-0.37,-18.07,-5.61,-1.46,99.9,1.5,9,1
17,15,257.682511,-0.23,0.02,3.336,3.48,15.16,0.35,-11.22,-12.7,-0.64,1.0,1.0,1,1
17,16,273.253829,-0.2,0.0,3.319,3.43,15.57,0.59,-11.34,-20.2,-0.81,1.5,1.5,1,1
17,17,284.845147,-0.18,-0.01,3.323,3.14,11.6,5.33,-5.76,-23.72,-0.72,0.0,3.0,1,1
17,18,297.466465,0.24,0.02,3.358,3.39,12.62,6.18,-6.32,-28.27,-0.74,1.5,0.5,1,1
17,19,306.047782,0.2,0.04,3.379,3.44,8.58,8.1,2.03,-28.78,-0.74,2.0,3.0,1,1
17,20,315.7991,0.23,0.04,3.373,2.24,9.75,7.13,1.3,-30.46,-1.3,1.5,0.5,1,1
17,21,322.450418,-0.22,0.02,3.387,2.85,6.65,9.63,6.72,-29.04,-0.76,2.0,0.0,-1,-1
17,22,331.351736,0.13,0.01,3.368,2.04,8.9,9.73,3.33,-29.87,0.07,1.5,0.5,1,1
17,23,337.003054,0.21,0.05,3.387,2.51,5.65,11.74,8.18,-27.45,-0.11,2.0,1.0,-1,-1
17,24,345.914372,0.21,0.02,3.393,3.28,8.92,12.27,4.92,-28.29,0.98,99.9,0.5,9,1
17,25,350.17569,0.26,0.04,3.406,3.12,4.26,13.21,11.27,-24.48,-0.43,99.9,2.0,9,-1
17,26,358.227008,0.23,0.02,3.407,3.95,8.05,14.52,7.05,-24.46,0.13,99.9,0.5,9,1
17,27,362.058326,0.26,0.01,3.422,4.15,3.83,15.54,12.54,-20.22,-0.39,99.9,3.0,9,-1
17,28,368.199644,-0.21,0.04,3.422,3.6,6.14,16.57,11.14,-18.29,-0.07,99.9,1.5,9,1
17,29,371.300961,-0.2,0.03,3.427,3.36,3.11,17.37,15.54,-13.32,-0.49,99.9,0.0,9,-1
17,30,375.772279,-0.21,0.03,3.448,3.25,4.47,17.62,14.91,-9.72,999.99,99.9,1.5,9,1
17,31,377.783597,-0.21,0.01,3.455,2.76,2.02,19.08,18.09,-3.66,999.99,99.9,1.0,9,-1
17,32,381.064915,-0.21,0.01,3.472,2.38,3.28,19.2,17.12,1.13,999.99,99.9,1.5,9,1
17,33,381.846233,-0.23,0.01,3.495,1.42,0.78,20.19,20.66,8.42,999.99,99.9,4.0,9,-1
17,34,384.687551,-0.21,0.0,3.502,2.28,2.84,20.32,19.11,13.65,999.99,1.5,1.5,1,1
17,35,384.508869,-0.2,0.0,3.519,2.57,-0.18,22.79,22.87,21.9,999.99,99.9,2.0,9,-1
17,36,386.560187,-0.2,0.0,3.532,2.52,2.05,21.66,21.41,27.92,999.99,99.9,1.5,9,1
17,37,385.691505,-0.23,0.02,3.558,2.4,-0.87,22.83,24.65,36.86,999.99,99.9,5.0,9,1
17,38,386.422823,-0.12,-0.01,3.545,1.83,0.74,22.36,23.52,44.2,999.99,99.9,1.5,9,1
17,39,383.29414,0.0,0.0,3.547,0.0,-3.13,999.99,28.64,55.4,999.99,99.9,4.0,9,-1
17,40,385.595458,-0.08,0.0,3.576,1.26,2.3,999.99,23.76,61.17,999.99,99.9,1.5,9,1
17,41,385.006776,-0.07,0.01,3.599,1.31,-0.59,999.99,27.94,69.83,999.99,99.9,1.0,9,1
17,42,386.148094,0.22,0.07,3.63,2.8,1.14,24.77,24.98,76.76,999.99,99.9,0.5,9,1
17,43,384.459412,0.22,0.08,3.646,3.04,-1.68,23.9,29.08,86.52,999.99,99.9,2.0,9,-1
17,44,385.30073,0.29,0.09,3.688,3.46,0.84,25.34,25.85,93.75,999.99,99.9,0.5,9,1
17,45,384.112048,0.3,0.1,3.71,3.91,-1.19,24.75,29.25,103.01,999.99,99.9,0.0,9,1
17,46,383.813366,0.3,0.08,3.746,3.88,-0.3,25.77,27.17,111.38,999.99,99.9,0.5,9,1
17,47,382.744684,0.28,0.08,3.771,4.28,-1.07,999.99,29.89,120.52,999.99,99.9,0.0,9,1
18,9,139.993588,0.13,0.06,3.534,5.08,999.99,0.12,999.99,63.85,999.99,99.9,2.5,9,1
18,10,162.594906,0.14,0.03,3.489,3.68,22.6,-1.47,999.99,49.32,999.99,0.0,0.0,1,1
18,11,181.056224,0.25,0.05,3.46,2.29,18.47,-1.38,-25.38,38.93,999.99,99.9,1.5,9,1
18,12,205.627542,0.21,0.02,3.431,4.07,24.57,0.46,-28.95,22.43,999.99,0.0,0.0,1,1
18,13,223.66886,-0.21,0.02,3.404,3.72,18.04,1.12,-23.34,12.46,999.99,2.5,0.5,1,1
18,14,245.680178,0.21,0.02,3.39,4.57,22.01,3.16,-25.05,-1.48,-0.72,0.0,0.0,1,1
18,15,261.131496,-0.19,0.01,3.366,3.5,15.45,3.45,-18.52,-8.86,-0.53,0.5,0.5,1,1
18,16,278.302814,-0.21,0.01,3.379,4.36,17.17,5.05,-17.61,-17.96,-0.42,0.0,0.0,1,1
18,17,290.364132,-0.18,-0.01,3.378,2.9,12.07,5.52,-12.1,-21.95,-1.09,1.5,0.5,1,1
18,18,307.295449,0.21,0.02,3.406,4.54,16.93,9.83,-15.88,-30.81,0.58,0.0,0.0,1,1
18,19,316.316767,0.18,0.02,3.413,3.52,9.02,10.27,-6.24,-31.76,0.81,1.5,1.5,1,1
18,20,328.388085,0.17,0.03,3.421,3.99,12.07,12.59,-7.8,-35.76,1.04,0.0,0.0,1,1
18,21,333.899403,-0.11,0.01,3.412,2.78,5.51,11.45,0.87,-33.2,-0.04,3.5,3.5,-1,-1
18,22,344.390721,0.08,0.0,3.415,2.62,10.49,13.05,-2.49,-35.62,0.59,0.0,0.0,1,1
18,23,350.052039,0.11,0.0,3.425,2.16,5.66,13.06,2.93,-33.21,0.14,3.5,3.5,-1,-1
18,24,360.663357,0.15,0.01,3.432,3.65,10.61,14.74,-0.75,-35.75,1.32,0.0,0.0,1,1
18,25,364.494675,0.26,0.06,3.46,2.09,3.83,14.32,6.0,-31.51,-0.5,2.5,1.5,-1,-1
18,26,373.815993,-0.15,0.02,3.441,3.26,9.32,15.59,3.02,-32.76,0.09,0.0,0.0,1,1
18,27,378.557311,0.24,0.02,3.466,3.51,4.75,16.5,7.79,-29.43,-0.34,99.9,3.5,9,-1
18,28,386.058628,-0.2,0.04,3.457,3.46,7.5,17.86,5.92,-28.86,-0.87,0.0,0.0,1,1
18,29,389.889946,-0.19,0.02,3.463,3.23,3.83,18.59,10.44,-24.62,-0.59,99.9,1.5,9,-1
18,30,395.101264,-0.19,0.01,3.475,3.2,5.2,19.33,10.17,-21.76,999.99,0.0,0.0,1,1
18,31,397.402582,-0.19,0.0,3.484,2.44,2.31,19.62,13.68,-15.99,999.99,99.9,0.5,9,-1
18,32,401.7239,-0.2,0.0,3.5,2.45,4.31,20.65,12.68,-12.24,999.99,0.0,0.0,1,1
18,33,403.015218,-0.19,0.01,3.517,1.56,1.3,21.17,16.54,-5.46,999.99,99.9,0.5,9,-1
18,34,406.596536,-0.2,0.0,3.532,2.44,3.58,21.91,15.26,-0.97,999.99,0.0,0.0,1,1
18,35,407.187854,-0.19,-0.01,3.548,2.81,0.6,22.68,18.64,6.51,999.99,2.5,0.5,-1,-1
18,36,409.559172,-0.15,-0.01,3.555,2.31,2.37,23.0,17.49,12.21,999.99,0.0,0.0,1,1
18,37,409.16049,-0.15,-0.01,3.571,1.97,-0.4,23.47,21.45,20.68,999.99,99.9,1.5,9,-1
18,38,411.151807,-0.11,-0.01,3.579,1.89,1.99,24.72,19.78,26.76,999.99,0.0,0.0,1,1
18,39,408.563125,0.0,0.0,3.582,0.0,-2.58,25.27,25.21,37.42,999.99,99.9,2.5,9,-1
18,40,412.164443,0.09,0.01,3.602,1.86,3.6,26.57,21.42,41.89,999.99,0.0,0.0,1,1
18,41,410.345761,-0.06,0.01,3.622,1.29,-1.81,25.34,25.92,51.78,999.99,99.9,0.5,9,1
18,42,412.767079,0.13,0.02,3.638,2.4,2.42,26.62,21.84,57.43,999.99,0.0,0.0,1,1
18,43,410.368397,0.1,0.01,3.644,1.8,-2.39,25.91,26.98,67.9,999.99,99.9,4.5,9,1
18,44,412.569715,0.16,0.04,3.672,2.93,2.2,27.27,25.07,73.77,999.99,0.0,0.0,1,1
18,45,410.201033,0.17,0.04,3.686,2.41,-2.37,26.09,28.15,84.21,999.99,99.9,2.5,9,1
18,46,411.852351,0.2,0.05,3.714,3.41,1.64,28.03,26.37,90.63,999.99,0.0,0.0,1,1
18,47,410.003669,0.21,0.09,3.728,3.44,-1.85,27.26,26.14,100.55,999.99,99.9,0.5,9,1
18,48,410.224986,-0.23,0.07,3.762,3.3,0.22,999.99,28.01,108.4,999.99,0.0,0.0,1,1
19,10,154.903891,0.04,0.0,3.535,0.66,999.99,-7.69,999.99,64.3,999.99,99.9,1.5,9,1
19,11,175.895209,0.11,0.01,3.499,1.47,21.0,-5.16,999.99,51.38,999.99,99.9,1.0,9,1
19,12,199.546527,-0.1,0.0,3.473,1.86,23.65,-6.08,-25.26,35.8,999.99,99.9,1.5,9,1
19,13,219.847845,0.31,0.13,3.493,2.69,20.3,-3.82,-20.19,23.57,999.99,99.9,1.0,9,1
19,14,241.829163,-0.28,0.06,3.462,2.72,21.98,-3.85,-21.61,9.66,999.99,1.5,1.5,1,1
19,15,259.910481,-0.16,0.01,3.422,2.88,18.09,-1.22,-16.56,-0.35,999.99,1.0,1.0,1,1
19,16,277.491798,0.21,0.02,3.432,3.19,17.58,-0.81,-15.99,-9.86,-1.31,1.5,1.5,1,1
19,17,290.643116,-0.27,0.03,3.463,1.93,13.15,0.27,-9.24,-14.94,-2.48,2.0,3.0,1,1
19,18,309.294434,0.19,0.03,3.445,3.9,18.65,1.99,-14.09,-25.52,0.72,1.5,0.5,1,-1
19,19,319.805752,-0.08,0.0,3.434,1.7,10.51,3.49,-5.21,-27.96,-0.84,3.0,3.0,1,1
19,20,333.98707,0.22,0.07,3.463,2.59,14.18,5.6,-6.94,-34.07,0.26,1.5,1.5,1,1
19,21,341.118388,0.1,0.03,3.445,2.17,7.14,7.22,1.73,-33.13,-0.4,4.0,2.0,-1,-1
19,22,352.209706,-0.07,0.0,3.445,1.73,11.08,7.81,-0.84,-36.15,0.59,1.5,1.5,1,1
19,23,359.121024,-0.07,-0.01,3.449,1.53,6.92,9.07,4.55,-34.99,-0.03,2.0,2.0,-1,-1
19,24,369.712342,-0.08,0.0,3.454,1.98,10.59,9.05,0.62,-37.51,0.93,1.5,1.5,1,1
19,25,376.05366,-0.09,0.0,3.457,1.9,6.35,11.57,6.41,-35.78,0.0,2.0,2.0,-1,-1
19,26,385.564977,-0.1,0.01,3.463,2.24,9.51,11.75,3.71,-37.22,0.6,1.5,1.5,1,1
19,27,391.196295,-0.12,0.01,3.465,2.46,5.63,12.64,8.54,-34.78,-0.63,2.0,2.0,-1,-1
19,28,399.547613,-0.11,0.01,3.472,2.34,8.35,13.49,6.68,-35.06,-0.65,0.5,1.5,1,1
19,29,404.488931,-0.12,0.01,3.479,2.41,4.94,14.59,11.59,-31.93,-0.36,2.0,0.0,-1,-1
19,30,410.310249,-0.12,0.0,3.491,2.24,5.82,15.21,10.13,-29.68,0.07,1.5,1.5,1,1
19,31,413.621567,-0.11,0.0,3.501,1.81,3.31,16.21,14.2,-24.92,-0.81,99.9,0.0,9,-1
19,32,418.772885,-0.1,0.0,3.515,1.95,5.15,17.05,12.2,-22.0,-0.51,99.9,1.5,9,1
19,33,421.064203,-0.09,-0.01,3.523,1.57,2.29,18.05,16.67,-16.22,999.99,2.0,2.0,-1,-1
19,34,425.045521,-0.09,0.0,3.544,2.02,3.98,18.46,14.14,-12.13,999.99,1.5,1.5,1,1
19,35,426.266839,-0.11,-0.01,3.558,2.27,1.22,19.08,17.37,-5.28,999.99,99.9,4.0,9,-1
19,36,429.828156,-0.1,-0.01,3.572,2.21,3.57,20.27,16.34,-0.77,999.99,99.9,1.5,9,1
19,37,430.149474,-0.1,-0.01,3.59,1.88,0.32,20.99,19.54,6.98,999.99,99.9,4.0,9,-1
19,38,432.990792,-0.07,0.0,3.602,1.88,2.84,21.84,18.07,12.21,999.99,99.9,1.5,9,1
19,39,432.80211,-0.06,0.0,3.616,1.7,-0.19,24.24,21.88,20.47,999.99,99.9,4.0,9,-1
19,40,435.483428,-0.08,0.0,3.629,2.02,2.68,23.32,19.9,25.86,999.99,99.9,0.5,9,1
19,41,433.824746,-0.07,0.01,3.644,2.02,-1.65,23.48,24.78,35.59,999.99,99.9,1.0,9,1
19,42,436.576064,-0.07,0.0,3.654,1.88,2.75,23.81,21.58,40.91,999.99,99.9,0.5,9,1
19,43,436.857382,-0.08,0.0,3.667,1.71,0.29,26.49,24.33,48.7,999.99,99.9,5.0,9,1
19,44,437.5687,-0.08,0.01,3.676,2.0,0.71,25.0,23.58,56.06,999.99,99.9,0.5,9,1
19,45,437.430018,-0.08,0.02,3.691,1.92,-0.14,27.23,26.44,64.27,999.99,99.9,5.0,9,1
19,46,435.361335,0.0,0.0,3.69,0.0,-2.07,23.51,26.72,74.41,999.99,99.9,0.5,9,1
19,47,437.452653,-0.14,0.04,3.721,2.32,2.09,27.45,27.5,80.39,999.99,99.9,5.0,9,1
19,48,437.023971,-0.11,0.02,3.73,2.29,-0.42,26.81,26.57,88.89,999.99,99.9,0.5,9,1
19,49,436.475289,-0.14,0.03,3.754,2.19,-0.55,999.99,29.03,97.51,999.99,99.9,5.0,9,1
20,11,173.514194,0.24,0.09,3.594,2.18,999.99,-2.39,999.99,61.05,999.99,99.9,1.5,9,1
20,12,198.875512,-0.11,0.01,3.531,3.48,25.36,-0.68,-31.58,43.76,999.99,0.0,0.0,1,1
20,13,219.43683,0.25,0.06,3.529,3.04,20.56,-0.41,-25.31,31.27,999.99,99.9,2.5,9,1
20,14,242.568148,0.11,0.01,3.476,3.28,23.13,0.74,-30.71,16.21,999.99,0.0,0.0,1,1
20,15,260.719465,-0.1,0.0,3.47,2.5,18.15,0.8,-27.62,6.13,999.99,99.9,0.5,9,1
20,16,280.620783,-0.19,0.01,3.473,3.88,19.9,3.13,-21.98,-5.7,-0.76,0.0,0.0,1,1
20,17,294.412101,0.21,0.03,3.491,2.23,13.8,3.77,-16.2,-11.42,-1.71,1.5,0.5,1,1
20,18,313.813419,0.17,0.02,3.489,4.04,19.4,4.53,-20.2,-22.75,0.69,0.0,0.0,1,1
20,19,326.264737,0.14,0.02,3.488,2.1,12.45,6.46,-13.26,-27.13,-0.15,1.5,1.5,1,1
20,20,342.066055,0.03,0.0,3.479,2.25,15.8,8.08,-15.14,-34.86,0.02,0.0,0.0,1,1
20,21,350.577373,-0.05,0.02,3.49,1.79,8.51,9.46,-6.44,-35.3,0.17,3.5,3.5,-1,-1
20,22,362.898691,0.04,0.0,3.487,1.86,12.31,10.69,-7.25,-39.55,1.0,0.0,0.0,1,1
20,23,369.550009,0.05,0.0,3.491,0.74,6.66,10.43,-0.44,-38.13,-0.28,3.5,3.5,-1,-1
20,24,381.681327,0.05,0.0,3.488,1.92,12.13,11.97,-4.2,-42.19,0.72,0.0,0.0,1,1
20,25,388.492644,0.12,0.02,3.499,1.34,6.81,12.44,0.82,-40.93,0.12,3.5,3.5,-1,-1
20,26,398.953962,-0.05,0.0,3.492,1.66,10.46,13.39,-1.47,-43.32,0.18,0.0,0.0,1,1
20,27,405.45528,0.11,0.01,3.502,1.74,6.5,14.25,2.88,-41.75,-0.6,3.5,3.5,-1,-1
20,28,415.296598,0.12,0.02,3.51,2.19,9.84,15.74,0.71,-43.52,-0.7,0.0,0.0,1,1
20,29,419.657916,-0.11,0.01,3.514,1.02,4.36,15.17,6.26,-39.81,-1.49,1.5,1.5,-1,-1
20,30,427.029234,-0.11,0.01,3.526,1.76,7.38,16.72,5.19,-39.11,-0.48,0.0,0.0,1,1
20,31,430.190552,-0.08,0.01,3.532,0.62,3.16,16.57,9.23,-34.2,-2.14,1.5,1.5,-1,-1
20,32,436.95187,0.11,0.01,3.549,1.7,6.76,18.18,7.25,-32.89,-1.37,0.0,0.0,1,1
20,33,438.403188,0.0,0.0,3.549,0.0,1.45,17.33,12.26,-26.27,999.99,99.9,0.5,9,-1
20,34,442.854506,0.0,0.0,3.565,0.0,4.45,17.8,11.39,-22.65,999.99,0.0,0.0,1,1
20,35,445.395823,-0.05,0.0,3.586,0.85,2.54,19.13,14.3,-17.12,999.99,99.9,2.5,9,-1
20,36,448.907141,0.0,0.0,3.595,0.0,3.52,19.08,13.21,-12.56,999.99,0.0,0.0,1,1
20,37,450.288459,0.0,0.0,3.612,0.0,1.37,20.13,16.79,-5.87,999.99,99.9,2.5,9,-1
20,38,453.899777,0.0,0.0,3.626,0.0,3.61,20.9,14.82,-1.41,999.99,0.0,0.0,1,1
20,39,454.591095,0.0,0.0,3.64,0.0,0.7,21.79,18.77,5.97,999.99,99.9,2.5,9,-1
20,40,457.822413,0.0,0.0,3.654,0.0,3.23,22.34,16.83,10.81,999.99,0.0,0.0,1,1
20,41,457.373731,0.0,0.0,3.665,0.0,-0.45,23.55,21.13,19.33,999.99,99.9,4.5,9,1
20,42,460.415049,0.0,0.0,3.675,0.0,3.04,23.84,18.19,24.36,999.99,0.0,0.0,1,1
20,43,460.366367,0.04,0.0,3.688,0.49,-0.04,23.51,22.04,32.48,999.99,99.9,4.5,9,1
20,44,463.097685,0.04,0.0,3.695,1.07,2.72,25.52,19.24,37.82,999.99,0.0,0.0,1,1
20,45,461.299002,0.0,0.0,3.702,0.0,-1.8,23.86,24.02,47.69,999.99,99.9,4.5,9,1
20,46,464.17032,0.05,0.0,3.714,1.25,2.87,28.81,20.86,52.89,999.99,0.0,0.0,1,1
20,47,462.821638,0.06,0.02,3.724,0.91,-1.35,25.37,24.8,62.31,999.99,99.9,4.5,9,1
20,48,464.732956,0.07,0.02,3.732,1.51,1.91,27.7,22.15,68.47,999.99,0.0,0.0,1,1
20,49,463.214274,0.08,0.01,3.746,1.34,-1.52,26.73,25.92,78.06,999.99,99.9,4.5,9,1
20,50,464.595592,0.07,0.02,3.754,1.56,1.38,999.99,23.54,84.75,999.99,0.0,0.0,1,1
21,11,166.513179,0.0,0.0,4.816,0.0,999.99,-7.0,999.99,75.34,999.99,99.9,4.0,9,-1
21,12,193.344497,0.15,0.09,3.605,3.63,26.83,-5.53,999.99,56.58,999.99,99.9,1.5,9,-1
21,13,211.075814,0.18,0.11,3.568,2.66,17.73,-8.36,-18.82,46.92,999.99,99.9,3.0,9,-1
21,14,232.317132,-0.1,0.03,3.533,2.87,21.24,-10.25,-17.58,33.75,999.99,99.9,1.5,9,-1
21,15,257.85845,-0.18,0.03,3.531,3.36,25.54,-2.86,-19.26,16.28,999.99,99.9,4.0,9,-1
21,16,277.429768,-0.16,0.02,3.517,3.42,19.58,-3.19,-19.33,4.78,999.99,99.9,3.5,9,-1
21,17,292.831086,-0.13,0.01,3.521,2.34,15.4,-1.59,-13.49,-2.55,999.99,2.0,2.0,-1,-1
21,18,312.222404,0.24,0.08,3.548,3.39,19.4,-1.59,-15.9,-13.87,-0.3,3.5,0.5,-1,-1
21,19,326.143722,-0.1,0.01,3.518,2.0,13.92,-0.12,-10.69,-19.72,-0.8,4.0,2.0,-1,-1
21,20,343.35504,-0.07,0.01,3.522,2.16,17.21,1.29,-12.91,-28.86,0.22,3.5,3.5,-1,-1
21,21,354.866358,-0.08,0.02,3.525,2.56,11.51,4.28,-8.07,-32.3,0.17,0.0,7.0,1,1
21,22,368.327676,-0.07,0.01,3.529,2.38,13.47,5.44,-7.14,-37.69,1.51,3.5,3.5,-1,-1
21,23,376.698993,0.08,0.02,3.528,2.23,8.37,7.15,0.67,-37.99,0.17,2.0,7.0,1,1
21,24,388.530311,-0.08,0.02,3.531,2.4,11.83,6.85,-2.05,-41.75,0.68,3.5,3.5,-1,-1
21,25,396.701629,0.12,0.04,3.539,2.42,8.18,8.21,3.96,-41.85,0.09,4.0,7.0,1,1
21,26,407.552947,-0.08,0.02,3.534,2.28,10.85,8.6,0.02,-44.63,0.3,3.5,3.5,-1,-1
21,27,415.224265,0.11,0.04,3.54,2.63,7.67,9.77,5.44,-44.23,-0.28,6.0,7.0,1,1
21,28,425.135583,-0.09,0.02,3.539,2.3,9.92,9.84,2.74,-46.07,-0.49,3.5,3.5,-1,-1
21,29,431.436901,0.1,0.04,3.548,2.41,6.3,11.78,7.13,-44.3,-0.25,5.0,5.0,1,1
21,30,438.638219,-0.08,0.02,3.562,2.27,7.2,11.61,6.25,-43.43,0.2,3.5,3.5,-1,-1
21,31,443.419537,0.08,0.04,3.573,2.15,4.78,13.23,9.6,-40.14,-0.02,3.0,5.0,1,1
21,32,449.870855,-0.09,0.02,3.583,2.25,6.45,12.92,8.15,-38.52,0.42,3.5,3.5,-1,-1
21,33,453.462172,-0.08,0.01,3.596,2.13,3.59,15.06,12.26,-34.04,0.44,3.0,3.0,1,1
21,34,458.91349,-0.08,0.02,3.612,2.27,5.45,16.06,10.44,-31.42,1.44,3.5,3.5,-1,-1
21,35,461.334808,-0.09,0.01,3.628,2.32,2.43,15.95,14.89,-25.77,999.99,3.0,1.0,1,1
21,36,466.296126,-0.08,0.01,3.641,2.23,4.95,17.38,12.29,-22.66,999.99,99.9,3.5,9,-1
21,37,467.937444,-0.08,0.01,3.658,1.83,1.64,17.65,16.81,-16.23,999.99,99.9,1.0,9,1
21,38,472.588762,-0.08,0.01,3.671,2.15,4.65,18.69,14.48,-12.81,999.99,99.9,3.5,9,-1
21,39,473.87008,-0.07,0.02,3.683,2.07,1.28,19.27,18.34,-6.02,999.99,99.9,1.0,9,1
21,40,477.721398,-0.07,0.01,3.694,1.99,3.86,19.9,15.88,-1.8,999.99,99.9,3.5,9,-1
21,41,477.822716,-0.06,0.02,3.707,1.86,0.1,20.45,20.68,6.17,999.99,99.9,8.0,9,-1
21,42,481.624034,-0.07,0.01,3.716,1.97,3.81,21.21,17.44,10.44,999.99,99.9,3.5,9,-1
21,43,481.555351,0.07,0.02,3.727,1.8,-0.07,21.18,21.81,18.58,999.99,99.9,8.0,9,-1
21,44,484.536669,0.08,0.03,3.735,2.08,2.98,21.44,19.47,23.67,999.99,99.9,3.5,9,-1
21,45,484.247987,0.07,0.02,3.745,1.92,-0.29,22.95,23.58,32.03,999.99,99.9,8.0,9,-1
21,46,486.839305,0.09,0.03,3.754,2.29,2.59,22.67,20.82,37.51,999.99,99.9,3.5,9,-1
21,47,486.090623,0.08,0.03,3.761,1.99,-0.74,23.27,25.07,46.33,999.99,99.9,8.0,9,-1
21,48,488.351941,0.11,0.06,3.773,2.37,2.26,23.62,22.83,52.14,999.99,99.9,3.5,9,-1
21,49,487.353259,0.15,0.08,3.785,2.33,-1.0,24.14,26.08,61.21,999.99,99.9,8.0,9,-1
21,50,488.904577,-0.08,0.02,3.787,2.18,1.56,24.31,24.13,67.73,999.99,99.9,3.5,9,-1
21,51,488.615895,-0.1,0.03,3.801,2.25,-0.3,999.99,26.07,76.09,999.99,99.9,4.0,9,-1
21,52,489.047213,-0.1,0.02,3.81,2.25,0.43,999.99,25.42,83.73,999.99,99.9,3.5,9,-1
21,53,488.23853,-0.1,0.03,3.82,2.31,-0.81,999.99,27.2,92.61,999.99,99.9,6.0,9,-1
21,54,488.509848,-0.12,0.03,3.832,2.19,0.27,25.59,25.94,100.41,999.99,99.9,3.5,9,-1
21,55,487.441166,0.08,0.06,3.841,2.12,-1.07,25.81,27.67,109.55,999.99,99.9,6.0,9,-1
21,56,487.742484,0.09,0.05,3.852,2.34,0.3,26.14,26.21,117.32,999.99,99.9,3.5,9,-1
21,57,486.143802,0.08,0.05,3.875,2.04,-1.6,26.25,28.62,126.99,999.99,99.9,6.0,9,-1
21,58,486.04512,0.07,0.05,3.887,2.03,-0.1,27.72,27.36,135.16,999.99,99.9,3.5,9,-1
21,59,484.986438,0.05,0.06,3.9,2.36,-1.06,999.99,28.43,144.29,999.99,99.9,2.0,9,-1
22,12,191.473481,0.39,0.18,3.709,4.02,999.99,-1.87,999.99,65.74,999.99,0.0,0.0,1,1
22,13,213.944799,0.37,0.17,3.657,3.88,22.48,2.88,999.99,51.34,999.99,99.9,2.5,9,1
22,14,237.806117,0.22,0.08,3.606,4.35,23.86,5.49,-30.38,35.55,999.99,0.0,0.0,1,1
22,15,257.317435,0.16,0.03,3.575,2.92,19.51,-0.53,-25.63,24.11,999.99,99.9,0.5,9,1
22,16,278.548753,0.17,0.03,3.574,3.37,21.23,1.12,-28.73,10.95,999.99,0.0,0.0,1,1
22,17,295.540071,0.23,0.05,3.586,2.8,16.99,2.71,-20.56,2.03,999.99,1.5,0.5,1,1
22,18,314.671389,0.1,0.01,3.565,2.68,19.13,2.44,-21.36,-9.03,0.18,0.0,0.0,1,1
22,19,329.662707,-0.07,0.0,3.563,1.54,14.99,3.51,-16.29,-15.95,0.25,1.5,1.5,1,1
22,20,346.014025,0.0,0.0,3.573,0.0,16.35,2.66,-16.31,-24.23,-0.88,0.0,0.0,1,1
22,21,360.405343,-0.06,0.01,3.568,1.88,14.4,5.55,-12.33,-30.55,1.23,3.5,3.5,-1,-1
22,22,376.58666,0.06,0.01,3.568,2.51,16.18,8.26,-14.58,-38.66,1.12,0.0,0.0,1,1
22,23,385.697978,0.23,0.12,3.599,1.88,9.11,9.0,-6.81,-39.7,0.69,3.5,1.5,-1,-1
22,24,399.879296,0.14,0.03,3.588,3.85,14.19,11.35,-9.47,-45.81,1.69,0.0,0.0,1,1
22,25,406.800614,-0.09,0.02,3.579,2.17,6.91,10.09,-1.97,-44.66,-0.28,2.5,3.5,-1,-1
22,26,419.871932,0.16,0.06,3.594,3.65,13.08,12.32,-5.96,-49.66,1.17,0.0,0.0,1,1
22,27,427.09325,0.14,0.04,3.589,2.84,7.22,11.87,-0.87,-48.81,0.25,3.5,3.5,-1,-1
22,28,437.784568,0.09,0.02,3.584,2.56,10.69,12.65,-2.86,-51.43,0.0,0.0,0.0,1,1
22,29,444.105886,0.12,0.02,3.594,2.1,6.32,12.67,1.89,-49.68,-0.05,1.5,1.5,-1,-1
22,30,452.237204,-0.08,0.01,3.602,2.23,8.13,13.6,1.32,-49.74,0.27,0.0,0.0,1,1
22,31,457.238522,0.11,0.02,3.615,1.77,5.01,13.82,5.03,-46.67,-0.16,1.5,1.5,-1,-1
22,32,464.939839,0.11,0.01,3.627,2.49,7.69,15.06,3.07,-46.3,0.7,0.0,0.0,1,1
22,33,468.571157,0.11,0.01,3.64,1.88,3.63,15.11,7.37,-41.86,0.19,1.5,0.5,-1,-1
22,34,475.452475,0.12,0.02,3.655,2.66,6.88,16.54,5.36,-40.67,1.46,0.0,0.0,1,1
22,35,477.803793,-0.09,0.01,3.67,2.01,2.35,16.46,9.89,-34.95,1.08,99.9,2.5,9,-1
