Z,N,BE,bet2,bet4,Rch,Edef,Sn,Sp,Qbet,Mcal,Mexp-Mcal,Jexp,Jth,Pexp,Pth
26,23,399.603918,0.22,0.06,3.735,2.78,13.36,3.36,-14.72,-24.45,-0.31,3.5,1.5,-1,-1
26,24,418.605236,0.24,0.08,3.743,4.54,19.01,5.16,-18.88,-35.38,0.89,0.0,0.0,1,1
26,25,431.136553,0.29,0.08,3.752,3.46,12.53,5.13,-12.04,-39.84,-0.36,2.5,2.5,-1,-1
26,26,448.027871,0.27,0.06,3.747,4.57,16.88,7.79,-15.32,-48.66,0.32,0.0,0.0,1,1
26,27,458.379189,0.3,0.05,3.765,3.68,10.35,8.17,-7.97,-50.94,-0.01,3.5,0.5,-1,-1
26,28,471.900507,0.19,0.04,3.738,3.52,13.52,9.63,-9.53,-56.39,0.13,0.0,0.0,1,1
26,29,480.741825,-0.18,0.05,3.743,3.43,8.84,9.87,-3.99,-57.16,-0.32,1.5,1.5,-1,-1
26,30,491.943143,-0.16,0.04,3.751,4.05,11.21,10.67,-5.2,-60.29,-0.31,0.0,0.0,1,1
26,31,499.224461,-0.18,0.05,3.768,3.34,7.28,10.92,-1.11,-59.5,-0.68,0.5,0.5,-1,-1
26,32,509.655779,0.23,0.03,3.786,3.93,10.42,12.02,-3.23,-61.86,-0.3,0.0,0.0,1,1
26,33,516.297097,0.22,0.04,3.795,4.03,6.64,12.44,1.13,-60.43,-0.24,1.5,1.5,-1,-1
26,34,525.598415,0.23,0.03,3.807,4.12,9.31,13.35,-0.96,-61.66,0.25,0.0,0.0,1,1
26,35,531.049732,0.22,0.0,3.82,3.77,5.45,13.67,3.49,-59.04,0.12,99.9,1.5,9,-1
26,36,539.58105,0.26,0.03,3.838,3.8,8.53,14.41,1.04,-59.5,0.62,0.0,0.0,1,1
26,37,544.372368,0.15,0.01,3.828,3.3,4.79,14.74,5.61,-56.22,0.58,2.5,2.5,-1,-1
26,38,551.803686,0.13,0.01,3.836,2.97,7.44,15.09,4.0,-55.58,0.61,0.0,0.0,1,1
26,39,556.095004,-0.15,0.02,3.854,2.86,4.29,15.35,7.46,-51.8,0.58,99.9,2.5,9,-1
26,40,562.906322,0.1,0.01,3.856,2.31,6.81,15.77,5.89,-50.54,0.47,0.0,0.0,1,1
26,41,567.50764,0.24,0.06,3.892,3.49,4.6,16.67,8.82,-47.07,1.0,99.9,0.5,9,-1
26,42,573.748958,0.17,0.05,3.887,2.9,6.25,17.41,7.39,-45.24,1.42,0.0,0.0,1,1
26,43,577.080276,0.21,0.08,3.905,3.03,3.33,18.14,11.02,-40.5,999.99,0.5,2.5,-1,-1
26,44,582.971594,0.19,0.07,3.909,3.17,5.89,18.64,8.99,-38.32,999.99,0.0,0.0,1,1
26,45,585.622911,0.25,0.07,3.93,2.96,2.65,18.96,13.08,-32.9,999.99,3.5,2.5,1,1
26,46,591.014229,0.2,0.06,3.928,3.22,5.39,19.76,11.04,-30.22,999.99,0.0,0.0,1,1
26,47,592.825547,0.19,0.02,3.933,2.57,1.82,19.82,15.31,-23.96,999.99,99.9,3.5,9,1
26,48,597.646865,0.18,0.03,3.938,2.66,4.82,20.87,13.25,-20.71,999.99,0.0,0.0,1,1
26,49,599.058183,0.14,0.03,3.934,2.14,1.41,20.96,17.28,-14.05,999.99,99.9,4.5,9,1
26,50,601.409501,0.0,0.0,3.924,0.0,2.35,20.53,17.42,-8.33,999.99,0.0,0.0,1,1
26,51,603.690819,-0.11,0.03,3.95,1.54,2.28,21.71,17.81,-2.54,999.99,99.9,2.5,9,1
26,52,606.442137,0.17,0.04,3.964,1.89,2.75,22.2,17.57,2.78,999.99,0.0,0.0,1,1
26,53,606.753455,0.19,0.02,3.977,1.71,0.31,22.53,20.58,10.54,999.99,99.9,1.5,9,1
26,54,608.914773,0.19,0.02,3.992,2.1,2.17,23.63,18.99,16.45,999.99,0.0,0.0,1,1
26,55,608.49609,0.2,0.0,3.999,1.57,-0.43,23.44,22.01,24.94,999.99,99.9,0.5,9,1
26,56,610.287408,0.19,0.01,4.008,1.9,1.8,24.22,20.22,31.22,999.99,0.0,0.0,1,1
26,57,609.998726,0.17,0.0,4.014,1.57,-0.29,24.62,22.67,39.58,999.99,99.9,2.5,9,1
26,58,611.020044,0.18,0.0,4.027,1.72,1.03,24.98,21.55,46.63,999.99,0.0,0.0,1,1
26,59,610.351362,0.14,0.01,4.028,1.7,-0.68,25.18,23.63,55.37,999.99,99.9,1.5,9,1
26,60,611.33268,0.14,0.03,4.044,2.06,0.98,25.99,21.97,62.46,999.99,0.0,0.0,1,1
26,61,609.903998,-0.15,0.02,4.063,1.54,-1.43,25.63,24.39,71.96,999.99,99.9,1.5,9,1
26,62,610.715316,0.12,0.04,4.07,2.28,0.81,26.34,23.02,79.22,999.99,0.0,0.0,1,1
26,63,609.016634,-0.08,0.01,4.084,1.65,-1.7,25.25,25.41,88.99,999.99,99.9,1.5,9,-1
26,64,609.387952,0.11,0.06,4.115,2.44,0.37,999.99,24.09,96.69,999.99,0.0,0.0,1,1
27,17,282.424995,0.28,0.02,3.808,4.32,999.99,-5.41,999.99,51.59,999.99,99.9,0.0,9,-1
27,18,305.436313,-0.21,0.04,3.79,3.68,23.01,-4.85,999.99,36.65,999.99,99.9,0.5,9,-1
27,19,324.897631,-0.11,0.01,3.762,2.21,19.46,-4.31,-20.56,25.26,999.99,99.9,2.0,9,-1
27,20,346.788949,0.08,0.0,3.742,1.71,21.89,-3.54,-22.54,11.44,999.99,99.9,3.5,9,-1
27,21,364.470267,0.12,0.03,3.747,3.01,17.68,-1.97,-17.02,1.83,999.99,99.9,7.0,9,1
27,22,384.091585,0.17,0.05,3.751,3.39,19.62,-2.15,-18.71,-9.72,999.99,99.9,3.5,9,-1
27,23,398.942903,0.19,0.06,3.759,3.0,14.85,-0.66,-12.7,-16.5,999.99,6.0,5.0,1,1
27,24,418.31422,0.22,0.09,3.765,4.5,19.37,-0.29,-17.25,-27.8,0.46,3.5,3.5,-1,-1
27,25,431.915538,0.3,0.06,3.798,3.65,13.6,0.78,-10.64,-33.33,999.99,6.0,3.0,1,1
27,26,449.616856,0.22,0.03,3.761,4.46,17.7,1.6,-14.18,-42.96,0.3,3.5,3.5,-1,-1
27,27,461.578174,0.15,0.03,3.741,3.52,11.96,3.21,-7.86,-46.85,-1.15,0.0,7.0,1,1
27,28,475.969492,0.14,0.01,3.745,2.91,14.38,4.07,-8.69,-53.17,-0.86,3.5,0.5,-1,-1
27,29,485.96081,-0.15,0.04,3.757,3.34,10.0,5.22,-2.39,-55.09,-0.95,4.0,5.0,1,1
27,30,497.342128,0.25,0.04,3.805,3.59,11.38,5.39,-2.85,-58.4,-0.95,3.5,3.5,-1,-1
27,31,505.633446,0.2,0.02,3.789,3.37,8.3,6.41,1.21,-58.62,-1.22,2.0,4.0,1,1
27,32,516.644764,0.19,0.01,3.801,3.83,11.01,6.99,-1.33,-61.56,-0.67,3.5,3.5,-1,-1
27,33,523.866082,0.19,0.0,3.809,3.89,7.22,7.57,2.98,-60.71,-0.94,5.0,2.0,1,1
27,34,533.757399,0.19,0.01,3.819,3.77,9.89,8.15,0.96,-62.53,-0.37,3.5,3.5,-1,-1
27,35,539.838717,0.18,0.0,3.831,3.3,6.08,8.79,5.52,-60.54,-0.88,2.0,2.0,1,1
27,36,549.200035,0.18,0.0,3.841,3.49,9.36,9.62,3.0,-61.83,-0.03,3.5,0.5,-1,-1
27,37,555.021353,0.21,0.03,3.861,3.32,5.83,10.66,7.37,-59.58,-0.21,1.0,2.0,1,1
27,38,562.772671,0.09,-0.02,3.854,2.54,7.75,10.97,5.59,-59.26,0.07,3.5,3.5,-1,-1
27,39,568.013989,-0.17,0.02,3.878,2.71,5.24,11.92,9.65,-56.43,0.02,3.0,1.0,1,1
27,40,575.545307,0.08,-0.02,3.876,2.13,7.53,12.64,7.47,-55.89,0.57,3.5,3.5,-1,-1
27,41,580.356625,0.11,0.02,3.89,2.83,4.81,12.85,10.86,-52.63,0.71,7.0,8.0,-1,-1
27,42,587.327943,0.09,0.01,3.896,2.27,6.97,13.58,8.52,-51.53,1.36,3.5,3.5,-1,-1
27,43,591.179261,0.09,-0.01,3.905,2.28,3.85,14.1,12.43,-47.31,0.39,99.9,8.0,9,-1
27,44,597.920578,0.11,0.02,3.915,2.62,6.74,14.95,9.75,-45.98,1.61,99.9,3.5,9,-1
27,45,601.271896,0.13,0.02,3.929,2.47,3.36,15.66,13.9,-41.26,999.99,99.9,8.0,9,-1
27,46,607.353214,0.13,0.01,3.935,2.79,6.08,16.34,11.27,-39.27,999.99,99.9,3.5,9,-1
27,47,610.114532,0.13,0.0,3.944,2.43,2.75,17.28,15.6,-33.96,999.99,0.0,8.0,1,-1
27,48,615.56585,0.12,0.01,3.949,2.53,5.45,17.92,12.97,-31.34,999.99,3.5,3.5,-1,-1
27,49,618.047168,0.09,-0.01,3.953,2.42,2.49,18.99,16.97,-25.75,999.99,99.9,8.0,9,-1
27,50,620.728486,0.0,0.0,3.947,0.0,2.67,19.31,17.28,-20.36,999.99,99.9,3.5,9,-1
27,51,623.229804,0.08,0.02,3.966,1.42,2.5,19.53,19.64,-14.79,999.99,99.9,6.0,9,-1
27,52,626.541122,0.1,0.0,3.978,1.99,3.32,20.1,18.36,-10.03,999.99,99.9,3.5,9,-1
27,53,627.12244,0.14,0.01,3.986,1.77,0.58,20.38,21.04,-2.54,999.99,99.9,6.0,9,-1
27,54,629.723757,0.14,0.01,3.997,2.25,2.6,20.8,19.38,2.93,999.99,99.9,3.5,9,-1
27,55,629.735075,0.16,0.0,4.009,1.87,0.01,21.24,22.3,10.99,999.99,99.9,6.0,9,-1
27,56,631.886393,0.15,0.0,4.018,2.2,2.15,21.59,20.38,16.91,999.99,99.9,3.5,9,-1
27,57,631.787711,0.14,-0.01,4.028,1.82,-0.09,21.79,23.16,25.08,999.99,99.9,4.0,9,-1
27,58,633.199029,-0.14,0.03,4.038,2.08,1.41,22.17,21.54,31.74,999.99,99.9,3.5,9,-1
27,59,632.520347,0.13,0.0,4.044,1.83,-0.68,22.17,24.56,40.49,999.99,99.9,3.0,9,-1
27,60,633.511665,0.13,-0.01,4.06,1.84,1.0,22.18,23.11,47.57,999.99,99.9,3.5,9,-1
27,61,632.952983,0.09,0.02,4.063,1.94,-0.56,23.05,25.54,56.2,999.99,99.9,2.0,9,-1
27,62,633.644301,0.1,0.03,4.081,2.19,0.7,22.93,23.65,63.58,999.99,99.9,3.5,9,-1
27,63,632.695619,-0.12,0.02,4.111,2.73,-0.95,23.67,26.52,72.6,999.99,99.9,5.0,9,1
27,64,632.956936,0.11,0.03,4.114,2.4,0.27,23.58,24.63,80.41,999.99,99.9,3.5,9,-1
27,65,632.308254,0.15,0.09,4.149,2.6,-0.65,999.99,27.0,89.13,999.99,99.9,5.0,9,1
28,18,303.565298,-0.23,0.05,3.837,3.88,999.99,-1.88,999.99,45.81,999.99,0.0,0.0,1,1
28,19,323.466616,-0.07,0.0,3.796,1.87,19.91,-1.43,999.99,33.98,999.99,99.9,1.5,9,1
28,20,346.677934,0.05,0.0,3.778,1.78,23.2,-0.12,-26.37,18.84,999.99,0.0,0.0,1,1
28,21,364.599252,-0.1,0.03,3.781,2.49,17.93,0.13,-21.78,8.99,999.99,99.9,3.5,9,-1
28,22,385.460569,0.14,0.03,3.786,3.36,20.86,1.37,-23.76,-3.8,999.99,0.0,0.0,1,1
28,23,400.281887,0.16,0.02,3.789,2.13,14.83,1.34,-17.78,-10.55,999.99,3.5,1.5,-1,-1
28,24,420.493205,0.2,0.04,3.803,3.83,20.2,2.18,-21.5,-22.69,999.99,0.0,0.0,1,1
28,25,434.664523,-0.18,0.06,3.789,2.86,14.17,2.74,-15.18,-28.79,-0.84,3.5,1.5,-1,-1
28,26,452.935841,0.25,0.04,3.814,3.46,18.28,3.32,-18.86,-38.99,-0.23,0.0,0.0,1,1
28,27,466.497159,-0.2,0.08,3.797,2.96,13.56,4.91,-13.24,-44.48,-0.86,3.5,0.5,-1,-1
28,28,482.788477,0.15,0.02,3.787,2.9,16.3,6.83,-15.09,-52.7,-1.2,0.0,0.0,1,1
28,29,493.709795,-0.17,0.05,3.795,3.28,10.91,7.74,-8.99,-55.55,-0.54,1.5,1.5,-1,-1
28,30,506.061113,-0.19,0.06,3.818,3.8,12.36,8.73,-8.9,-59.83,-0.39,0.0,0.0,1,1
28,31,514.532431,-0.19,0.05,3.827,3.3,8.47,8.89,-4.09,-60.23,-0.93,1.5,0.5,-1,-1
28,32,526.063748,-0.18,0.04,3.839,3.7,11.53,9.42,-6.23,-63.69,-0.78,0.0,0.0,1,1
28,33,533.935066,-0.2,0.05,3.851,3.87,7.87,10.07,-2.07,-63.49,-0.73,1.5,2.5,-1,-1
28,34,544.576384,-0.21,0.05,3.861,3.82,10.64,10.82,-4.18,-66.06,-0.69,0.0,0.0,1,1
28,35,551.417702,-0.18,0.04,3.867,3.46,6.84,11.58,0.27,-64.83,-0.68,0.5,4.5,-1,1
28,36,561.60902,-0.19,0.04,3.882,3.8,10.19,12.41,-2.51,-66.95,-0.15,0.0,0.0,1,1
28,37,567.580338,-0.2,0.05,3.89,3.17,5.97,12.56,2.38,-64.85,-0.27,2.5,4.5,-1,1
28,38,576.881656,-0.16,0.02,3.894,3.28,9.3,14.11,-0.39,-66.08,0.07,0.0,0.0,1,1
28,39,582.232974,-0.17,0.03,3.905,2.61,5.35,14.22,4.26,-63.36,-0.38,0.5,1.5,-1,-1
28,40,590.434292,0.09,0.01,3.899,2.33,8.2,14.89,2.12,-63.49,0.03,0.0,0.0,1,1
28,41,595.06561,-0.09,0.01,3.912,2.23,4.63,14.71,6.17,-60.05,0.07,4.5,4.5,1,1
28,42,602.826927,0.06,0.0,3.914,1.84,7.76,15.5,3.51,-59.74,0.52,0.0,0.0,1,1
28,43,606.888245,0.06,-0.01,3.926,1.44,4.07,15.71,8.18,-55.73,0.33,99.9,4.5,9,1
28,44,614.389563,0.08,0.02,3.934,1.95,7.5,16.47,5.1,-55.16,0.93,0.0,0.0,1,1
28,45,617.850881,-0.08,0.01,3.94,1.31,3.46,16.57,9.53,-50.55,0.44,4.5,4.5,1,1
28,46,624.922199,0.09,0.02,3.95,2.05,7.08,17.57,6.83,-49.55,999.99,0.0,0.0,1,1
28,47,627.753517,0.1,0.01,3.958,1.17,2.83,17.64,11.23,-44.31,999.99,3.5,3.5,1,1
28,48,634.244835,0.1,0.01,3.966,1.74,6.49,18.68,8.49,-42.73,999.99,0.0,0.0,1,1
28,49,637.226153,0.07,0.0,3.969,1.53,2.98,19.17,12.29,-37.64,999.99,99.9,4.5,9,1
28,50,642.087471,-0.02,0.0,3.977,0.73,4.86,21.36,10.97,-34.43,999.99,0.0,0.0,1,1
28,51,644.118789,-0.07,0.02,3.982,1.34,2.03,20.89,14.61,-28.39,999.99,99.9,2.5,9,1
28,52,647.380106,-0.08,0.02,3.994,1.5,3.27,20.84,13.8,-23.58,999.99,0.0,0.0,1,1
28,53,648.321424,-0.11,0.04,4.005,1.33,0.94,21.2,16.43,-16.45,999.99,99.9,2.5,9,1
28,54,651.252742,-0.11,0.03,4.015,1.78,2.93,21.53,14.84,-11.31,999.99,0.0,0.0,1,1
28,55,651.48406,-0.12,0.03,4.026,1.34,0.23,21.75,17.87,-3.47,999.99,99.9,2.5,9,1
28,56,654.175378,-0.13,0.04,4.037,1.89,2.69,22.29,15.68,1.91,999.99,0.0,0.0,1,1
28,57,653.956696,-0.18,0.06,4.068,1.11,-0.22,22.16,19.09,10.2,999.99,99.9,1.5,9,1
28,58,656.288014,-0.14,0.04,4.061,1.98,2.33,23.09,17.06,15.94,999.99,0.0,0.0,1,1
28,59,655.839332,-0.17,0.05,4.083,1.73,-0.45,23.32,20.17,24.46,999.99,99.9,1.5,9,1
28,60,657.71065,-0.15,0.03,4.087,2.25,1.88,24.2,17.8,30.66,999.99,0.0,0.0,1,1
28,61,656.511968,-0.22,0.07,4.132,1.44,-1.2,23.56,21.78,39.93,999.99,99.9,0.5,9,1
28,62,658.433285,-0.16,0.04,4.122,2.51,1.92,24.79,19.44,46.08,999.99,0.0,0.0,1,1
28,63,656.804603,-0.13,0.03,4.126,3.05,-1.63,24.11,23.1,55.78,999.99,99.9,1.5,9,-1
28,64,658.535921,-0.15,0.03,4.146,2.77,1.73,25.57,20.65,62.12,999.99,0.0,0.0,1,1
28,65,655.687239,0.4,0.15,4.253,1.26,-2.85,23.37,25.11,73.04,999.99,99.9,2.5,9,-1
28,66,657.698557,-0.11,0.03,4.169,2.63,2.01,999.99,22.16,79.1,999.99,0.0,0.0,1,1
28,71,655.285147,0.36,0.13,4.356,3.27,0.28,26.95,25.12,121.87,999.99,99.9,0.5,9,1
28,72,653.486464,0.39,0.15,4.379,2.64,-1.8,26.09,25.99,131.74,999.99,0.0,0.0,1,1
28,73,653.807782,0.32,0.08,4.388,3.49,0.33,27.37,25.42,139.49,999.99,99.9,2.5,9,1
28,74,651.8791,0.36,0.12,4.417,2.92,-1.93,999.99,27.28,149.49,999.99,0.0,0.0,1,1
29,19,319.525601,-0.14,0.01,3.844,2.19,999.99,-3.95,999.99,45.21,999.99,99.9,0.0,9,-1
29,20,342.036919,0.06,0.02,3.835,0.99,22.51,-4.64,999.99,30.77,999.99,99.9,1.5,9,-1
29,21,360.918236,-0.1,0.02,3.829,2.13,18.89,-3.68,-20.25,19.96,999.99,99.9,5.0,9,1
29,22,381.719554,0.15,0.03,3.828,2.41,20.8,-3.74,-21.68,7.23,999.99,99.9,1.5,9,-1
29,23,398.210872,0.18,0.04,3.831,2.22,16.49,-2.07,-15.67,-1.19,999.99,3.0,2.0,1,1
29,24,418.70219,0.22,0.05,3.84,3.65,20.49,-1.79,-20.68,-13.61,999.99,1.5,0.5,-1,-1
29,25,433.303508,0.29,0.06,3.863,2.6,14.6,-1.36,-13.44,-20.14,999.99,3.0,6.0,1,1
29,26,452.474826,0.22,0.03,3.838,3.6,19.17,-0.46,-17.19,-31.24,-0.39,1.5,0.5,-1,-1
29,27,466.916144,-0.16,0.04,3.817,3.24,14.44,0.42,-12.25,-37.61,999.99,4.0,2.0,1,1
29,28,483.937462,-0.17,0.06,3.822,3.03,17.02,1.14,-14.96,-46.56,-0.75,1.5,1.5,-1,-1
29,29,496.38878,-0.17,0.04,3.828,3.7,12.45,2.68,-9.1,-50.94,-0.73,1.0,3.0,1,1
29,30,509.660098,-0.19,0.05,3.851,4.11,13.28,3.6,-8.99,-56.14,-0.21,1.5,1.5,-1,-1
29,31,519.051415,-0.19,0.05,3.859,3.83,9.38,4.52,-3.34,-57.46,-0.89,2.0,2.0,1,1
29,32,531.082733,-0.2,0.05,3.872,4.17,12.04,5.02,-4.98,-61.42,-0.56,1.5,1.5,-1,-1
29,33,539.614051,-0.2,0.04,3.878,4.48,8.53,5.68,-0.63,-61.88,-0.91,1.0,1.0,1,1
29,34,550.905369,-0.21,0.05,3.895,4.46,11.29,6.33,-3.1,-65.1,-0.48,1.5,1.5,-1,-1
29,35,558.316687,-0.18,0.03,3.894,4.1,7.42,6.91,1.33,-64.44,-0.98,1.0,3.0,1,-1
29,36,569.178005,-0.2,0.04,3.908,4.5,10.86,7.57,-1.75,-67.23,-0.03,1.5,1.5,-1,-1
29,37,575.709323,-0.2,0.04,3.921,3.82,6.53,8.12,3.23,-65.69,-0.57,1.0,1.0,1,1
29,38,585.710641,-0.19,0.03,3.927,4.05,10.01,8.83,0.17,-67.62,0.3,1.5,1.5,-1,-1
29,39,591.771959,-0.17,0.02,3.933,3.52,6.06,9.54,4.93,-65.61,0.05,1.0,3.0,1,-1
29,40,600.453277,-0.12,0.01,3.939,3.08,8.68,10.02,2.47,-66.22,0.49,1.5,1.5,-1,-1
29,41,605.554594,-0.1,0.01,3.943,2.95,5.1,10.49,7.0,-63.25,0.27,1.0,6.0,1,-1
29,42,614.285912,-0.13,0.02,3.956,2.95,8.73,11.46,3.74,-63.91,1.2,1.5,1.5,-1,-1
29,43,618.70723,0.12,0.03,3.964,2.38,4.42,11.82,8.46,-60.26,0.48,1.0,6.0,1,-1
29,44,626.588548,0.12,0.03,3.972,2.74,7.88,12.2,6.06,-60.07,1.09,1.5,1.5,-1,-1
29,45,630.979866,0.14,0.05,3.983,2.53,4.39,13.13,9.96,-56.39,0.38,99.9,6.0,9,-1
29,46,638.201184,0.16,0.05,3.993,2.91,7.23,13.28,7.46,-55.54,1.07,1.5,0.5,-1,-1
29,47,641.952502,0.16,0.03,4.0,2.48,3.75,14.2,11.62,-51.22,0.24,99.9,4.0,9,-1
29,48,648.73382,0.12,0.05,4.002,2.84,6.78,14.49,8.77,-49.93,999.99,99.9,1.5,9,-1
29,49,652.275138,0.11,0.03,4.007,2.73,3.55,15.05,12.44,-45.4,0.9,99.9,6.0,9,-1
29,50,657.946456,-0.08,0.02,4.008,2.26,5.67,15.86,10.35,-43.0,999.99,99.9,2.5,9,-1
29,51,660.397773,-0.11,0.03,4.021,2.8,2.46,16.29,14.19,-37.38,999.99,99.9,4.0,9,-1
29,52,663.979091,-0.12,0.03,4.034,2.77,3.57,16.59,13.46,-32.89,999.99,99.9,1.5,9,-1
29,53,665.310409,-0.15,0.05,4.047,2.53,1.34,16.99,16.35,-26.15,999.99,99.9,4.0,9,-1
29,54,668.561727,-0.15,0.05,4.061,2.84,3.25,17.31,14.75,-21.33,999.99,99.9,1.5,9,-1
29,55,669.073045,-0.17,0.05,4.071,2.27,0.51,17.59,18.07,-13.77,999.99,99.9,4.0,9,-1
29,56,672.264363,-0.18,0.06,4.088,2.88,3.2,18.09,16.11,-8.89,999.99,99.9,2.5,9,-1
29,57,672.565681,-0.2,0.05,4.108,2.26,0.3,18.61,19.38,-1.12,999.99,99.9,6.0,9,-1
29,58,675.226999,-0.2,0.06,4.118,3.03,2.66,18.94,17.4,4.29,999.99,99.9,2.5,9,-1
29,59,674.728317,-0.24,0.09,4.15,2.44,-0.49,18.9,20.99,12.86,999.99,99.9,3.0,9,1
29,60,677.519635,-0.2,0.06,4.144,3.42,2.78,19.8,18.27,18.14,999.99,99.9,2.5,9,-1
29,61,677.090952,-0.22,0.07,4.163,3.05,-0.42,20.57,21.7,26.64,999.99,99.9,3.0,9,1
29,62,679.12227,-0.2,0.05,4.166,3.81,2.03,20.69,19.74,32.68,999.99,99.9,2.5,9,-1
29,63,678.393588,-0.22,0.04,4.187,3.98,-0.72,21.59,22.83,41.48,999.99,99.9,2.0,9,-1
29,64,680.014906,-0.22,0.06,4.196,4.07,1.62,21.48,20.81,47.93,999.99,99.9,2.5,9,-1
29,65,679.076224,0.34,0.11,4.245,4.07,-0.94,23.39,23.83,56.94,999.99,99.9,1.0,9,-1
29,66,680.227542,0.36,0.13,4.26,4.15,1.15,22.53,22.42,63.86,999.99,99.9,3.5,9,-1
29,67,679.57886,0.28,0.12,4.245,4.58,-0.65,999.99,24.42,72.58,999.99,99.9,1.0,9,1
29,68,680.280178,0.33,0.1,4.275,4.51,0.7,999.99,22.91,79.95,999.99,99.9,3.5,9,-1
29,69,679.241496,0.32,0.11,4.286,4.8,-1.04,999.99,25.76,89.06,999.99,99.9,3.0,9,-1
29,70,679.622814,0.33,0.11,4.305,4.55,0.38,24.62,24.77,96.75,999.99,99.9,3.5,9,-1
29,71,678.694131,0.32,0.1,4.324,4.25,-0.92,23.41,26.46,105.75,999.99,99.9,4.0,9,1
29,72,678.445449,0.32,0.12,4.327,4.47,-0.25,24.96,25.6,114.07,999.99,99.9,3.5,9,-1
29,73,678.376767,0.27,0.1,4.335,4.93,-0.06,24.57,26.47,122.21,999.99,99.9,2.0,9,-1
29,74,677.428085,0.28,0.09,4.346,4.65,-0.95,25.55,26.83,131.23,999.99,99.9,3.5,9,-1
29,75,676.659403,0.31,0.12,4.385,4.62,-0.77,999.99,27.16,140.07,999.99,99.9,5.0,9,-1
30,20,339.885903,-0.04,0.0,3.876,1.49,999.99,-2.15,999.99,40.21,999.99,0.0,0.0,1,1
30,21,359.257221,-0.08,0.02,3.88,2.32,19.38,-1.66,999.99,28.91,999.99,99.9,3.5,9,-1
30,22,381.758539,0.12,0.01,3.877,2.77,22.5,0.04,-26.96,14.48,999.99,0.0,0.0,1,1
30,23,397.239857,0.23,0.09,3.883,1.62,15.48,-0.98,-20.96,7.07,999.99,99.9,1.5,9,-1
30,24,419.081175,0.22,0.04,3.883,3.78,21.85,0.39,-26.62,-6.7,999.99,0.0,0.0,1,1
30,25,434.502493,0.27,0.05,3.889,3.02,15.42,1.2,-18.47,-14.05,999.99,99.9,2.5,9,-1
30,26,453.883811,0.23,0.03,3.884,3.86,19.38,1.41,-21.23,-25.36,999.99,0.0,0.0,1,1
30,27,468.195129,0.18,0.02,3.86,3.02,14.31,1.28,-15.94,-31.6,999.99,3.5,0.5,-1,-1
30,28,486.496447,-0.17,0.05,3.868,3.48,18.3,2.56,-18.91,-41.83,-0.47,0.0,0.0,1,1
30,29,499.897764,-0.17,0.04,3.869,4.01,13.39,3.51,-13.87,-47.16,-0.06,1.5,1.5,-1,-1
30,30,514.929082,-0.19,0.05,3.891,4.9,15.04,5.27,-14.72,-54.12,-0.05,0.0,0.0,1,1
30,31,525.3204,-0.22,0.06,3.91,4.49,10.39,6.27,-9.44,-56.44,0.09,1.5,0.5,-1,-1
30,32,538.201718,-0.21,0.05,3.921,4.93,12.88,7.11,-10.73,-61.25,0.08,0.0,0.0,1,1
30,33,547.023036,-0.22,0.05,3.933,5.06,8.82,7.41,-5.58,-62.0,-0.22,1.5,2.5,-1,-1
30,34,558.874354,-0.22,0.05,3.943,5.07,11.85,7.97,-7.78,-65.78,-0.23,0.0,0.0,1,1
30,35,566.645672,-0.19,0.04,3.949,4.55,7.77,8.32,-3.13,-65.48,-0.43,2.5,4.5,-1,1
30,36,578.15699,-0.22,0.04,3.966,5.03,11.51,8.97,-6.23,-68.92,0.02,0.0,0.0,1,1
30,37,585.108308,-0.21,0.04,3.968,4.22,6.95,9.4,-1.06,-67.8,-0.08,2.5,4.5,-1,1
30,38,595.919626,-0.22,0.04,3.978,4.63,10.82,10.21,-3.99,-70.54,0.53,0.0,0.0,1,1
30,39,602.150943,-0.2,0.03,3.985,3.66,6.23,10.37,0.72,-68.7,0.28,0.5,4.5,-1,1
30,40,611.772261,-0.16,0.02,3.984,3.63,9.62,11.31,-1.66,-70.25,0.68,0.0,0.0,1,1
30,41,617.233579,-0.12,0.01,3.985,3.25,5.47,11.68,3.0,-67.64,0.32,0.5,4.5,-1,1
30,42,626.384897,0.14,0.01,3.995,3.04,9.14,12.1,0.22,-68.72,0.57,0.0,0.0,1,1
30,43,631.866215,-0.15,0.03,4.007,2.97,5.48,13.16,4.29,-66.13,0.54,0.5,4.5,-1,1
30,44,640.157533,0.17,0.04,4.016,3.16,8.29,13.57,2.05,-66.35,0.59,0.0,0.0,1,1
30,45,644.888851,0.25,0.06,4.038,2.74,4.73,13.91,5.93,-63.01,0.45,3.5,2.5,1,-1
30,46,652.790169,0.18,0.04,4.03,3.24,7.9,14.58,3.51,-62.84,0.54,0.0,0.0,1,1
30,47,656.711487,0.19,0.03,4.038,2.43,3.92,14.76,7.86,-58.69,-0.1,3.5,4.5,1,1
30,48,663.932805,0.15,0.03,4.038,2.68,7.22,15.2,5.46,-57.84,0.36,0.0,0.0,1,1
30,49,667.504122,0.1,0.0,4.038,2.03,3.58,15.23,9.29,-53.34,-0.09,4.5,4.5,1,1
30,50,673.80544,-0.09,0.02,4.039,1.63,6.3,15.86,7.37,-51.57,-0.08,0.0,0.0,1,1
30,51,676.646758,-0.12,0.03,4.053,2.22,2.84,16.25,10.95,-46.34,0.14,99.9,2.5,9,1
